"cast","slova"
"solution",165
"solution",118
"solution",134
"solution",99
"solution",351
"solution",165
"solution",49
"solution",70
"solution",58
"solution",85
"solution",71
"solution",99
"solution",145
"solution",88
"solution",204
"solution",202
"solution",101
"solution",64
"solution",96
"solution",211
"solution",206
"solution",187
"solution",239
"solution",109
"solution",70
"solution",152
"solution",114
"solution",123
"solution",104
"solution",134
"solution",273
"solution",161
"solution",146
"solution",58
"solution",88
"solution",255
"solution",67
"solution",136
"solution",62
"solution",111
"solution",119
"solution",244
"solution",119
"solution",83
"solution",220
"solution",194
"solution",313
"solution",107
"solution",88
"solution",59
"solution",163
"solution",60
"solution",223
"solution",111
"solution",101
"solution",63
"solution",276
"solution",52
"solution",175
"solution",69
"solution",57
"solution",54
"solution",66
"solution",369
"solution",324
"solution",78
"solution",200
"solution",261
"solution",119
"solution",80
"solution",61
"solution",100
"solution",122
"solution",117
"solution",193
"solution",82
"solution",99
"solution",152
"solution",64
"solution",57
"solution",120
"solution",98
"solution",264
"solution",248
"solution",53
"solution",53
"solution",162
"solution",52
"solution",100
"solution",47
"solution",162
"solution",79
"solution",143
"solution",159
"solution",93
"solution",77
"solution",17
"solution",106
"solution",105
"solution",57
"solution",349
"solution",108
"solution",480
"solution",175
"solution",307
"solution",185
"solution",413
"solution",125
"solution",141
"solution",149
"solution",89
"solution",145
"solution",361
"solution",255
"solution",200
"solution",44
"solution",50
"solution",120
"solution",96
"solution",184
"solution",185
"solution",18
"solution",147
"solution",142
"solution",155
"solution",48
"solution",85
"solution",79
"solution",78
"solution",134
"solution",113
"solution",173
"solution",117
"solution",219
"solution",109
"solution",356
"solution",111
"solution",142
"solution",104
"solution",129
"solution",67
"solution",65
"solution",36
"solution",269
"solution",247
"solution",68
"solution",179
"solution",172
"solution",192
"solution",113
"solution",56
"solution",71
"solution",121
"solution",118
"solution",130
"solution",197
"solution",302
"solution",95
"solution",107
"solution",32
"solution",78
"solution",21
"solution",360
"solution",205
"solution",131
"solution",78
"solution",220
"solution",89
"solution",136
"solution",101
"solution",130
"solution",277
"solution",142
"solution",229
"solution",154
"solution",351
"solution",149
"solution",56
"solution",74
"solution",102
"solution",493
"solution",161
"solution",115
"solution",44
"solution",131
"solution",97
"solution",143
"solution",78
"solution",185
"solution",86
"solution",167
"solution",39
"solution",160
"solution",80
"solution",121
"solution",157
"solution",201
"solution",254
"solution",437
"solution",181
"solution",101
"solution",144
"solution",132
"solution",79
"solution",87
"solution",95
"solution",75
"solution",130
"solution",83
"solution",290
"solution",16
"solution",188
"solution",138
"solution",41
"solution",44
"solution",212
"solution",231
"solution",180
"solution",71
"solution",106
"solution",193
"solution",114
"solution",263
"solution",163
"solution",70
"solution",116
"solution",74
"solution",66
"solution",220
"solution",52
"solution",62
"solution",102
"solution",44
"solution",145
"solution",194
"solution",366
"solution",56
"solution",57
"solution",180
"solution",60
"solution",37
"solution",307
"solution",258
"solution",418
"solution",90
"solution",162
"solution",175
"solution",72
"solution",153
"solution",50
"solution",200
"solution",254
"solution",115
"solution",138
"solution",195
"solution",49
"solution",70
"solution",123
"solution",355
"solution",176
"solution",161
"solution",100
"solution",63
"solution",78
"solution",328
"solution",168
"solution",197
"solution",52
"solution",102
"solution",129
"solution",53
"solution",117
"solution",78
"solution",266
"solution",182
"solution",115
"solution",137
"solution",113
"solution",111
"solution",97
"solution",142
"solution",82
"solution",98
"solution",176
"solution",69
"solution",83
"solution",119
"solution",69
"solution",65
"solution",80
"solution",87
"solution",91
"solution",99
"solution",25
"outcome",124
"outcome",127
"outcome",71
"outcome",151
"outcome",45
"outcome",86
"outcome",21
"outcome",78
"outcome",21
"outcome",79
"outcome",27
"outcome",95
"outcome",59
"outcome",81
"outcome",28
"outcome",104
"outcome",111
"outcome",35
"outcome",185
"outcome",130
"outcome",26
"outcome",60
"outcome",96
"outcome",91
"outcome",127
"outcome",45
"outcome",106
"outcome",31
"outcome",81
"outcome",102
"outcome",71
"outcome",145
"outcome",95
"outcome",24
"outcome",87
"outcome",15
"outcome",151
"outcome",32
"outcome",130
"outcome",42
"outcome",71
"outcome",29
"outcome",91
"outcome",77
"outcome",28
"outcome",72
"outcome",67
"outcome",50
"outcome",11
"outcome",57
"outcome",96
"outcome",38
"outcome",94
"outcome",18
"outcome",15
"outcome",47
"outcome",104
"outcome",114
"outcome",120
"outcome",107
"outcome",62
"outcome",41
"outcome",77
"outcome",281
"outcome",62
"outcome",63
"outcome",63
"outcome",26
"outcome",137
"outcome",28
"outcome",80
"outcome",36
"outcome",73
"outcome",43
"outcome",135
"outcome",69
"outcome",26
"outcome",39
"outcome",227
"outcome",145
"outcome",43
"outcome",202
"outcome",26
"outcome",57
"outcome",53
"outcome",73
"outcome",159
"outcome",72
"outcome",211
"outcome",224
"outcome",24
"outcome",64
"outcome",126
"outcome",86
"outcome",25
"outcome",61
"outcome",50
"outcome",60
"outcome",85
"outcome",15
"outcome",62
"outcome",75
"outcome",78
"outcome",92
"outcome",18
"outcome",117
"outcome",90
"outcome",78
"outcome",16
"outcome",58
"outcome",84
"outcome",70
"outcome",105
"outcome",54
"outcome",73
"outcome",107
"outcome",16
"outcome",79
"outcome",284
"outcome",52
"outcome",164
"outcome",128
"outcome",124
"outcome",94
"outcome",43
"outcome",147
"outcome",79
"outcome",81
"outcome",83
"outcome",120
"outcome",58
"outcome",53
"outcome",81
"outcome",146
"outcome",181
"outcome",29
"outcome",89
"outcome",221
"outcome",31
"outcome",80
"outcome",65
"outcome",66
"outcome",30
"outcome",55
"outcome",66
"outcome",78
"outcome",174
"outcome",54
"outcome",72
"outcome",220
"outcome",12
"outcome",16
"outcome",80
"outcome",134
"outcome",53
"outcome",66
"outcome",84
"outcome",139
"outcome",34
"outcome",138
"outcome",38
"outcome",38
"outcome",54
"outcome",103
"outcome",53
"outcome",140
"outcome",23
"outcome",44
"outcome",81
"outcome",98
"outcome",29
"outcome",63
"outcome",76
"outcome",20
"outcome",74
"outcome",91
"outcome",66
"outcome",27
"outcome",123
"outcome",106
"outcome",84
"outcome",40
"outcome",53
"outcome",43
"outcome",157
"outcome",70
"outcome",70
"outcome",98
"outcome",71
"outcome",127
"outcome",65
"outcome",65
"outcome",108
"outcome",99
"outcome",7
"outcome",83
"outcome",68
"outcome",130
"outcome",87
"outcome",133
"outcome",46
"outcome",137
"outcome",52
"outcome",83
"outcome",21
"outcome",52
"outcome",57
"outcome",65
"outcome",84
"outcome",30
"outcome",63
"outcome",126
"outcome",83
"outcome",159
"outcome",25
"outcome",43
"outcome",173
"outcome",89
"outcome",21
"outcome",43
"outcome",30
"outcome",121
"outcome",25
"outcome",38
"outcome",16
"outcome",31
"outcome",42
"outcome",28
"outcome",143
"outcome",116
"outcome",93
"outcome",88
"outcome",89
"outcome",99
"outcome",68
"outcome",26
"outcome",98
"outcome",84
"outcome",7
"outcome",86
"outcome",47
"outcome",72
"outcome",35
"outcome",37
"outcome",17
"outcome",45
"outcome",58
"outcome",18
"outcome",28
"outcome",95
"outcome",43
"outcome",56
"outcome",44
"outcome",63
"outcome",133
"outcome",81
"outcome",66
"outcome",92
"outcome",88
"outcome",57
"outcome",51
"outcome",83
"outcome",29
"outcome",48
"outcome",25
"outcome",57
"outcome",104
"outcome",56
"outcome",88
"outcome",121
"outcome",60
"outcome",83
"outcome",118
"outcome",70
"outcome",175
"outcome",104
"outcome",218
"outcome",70
"outcome",126
"outcome",44
"outcome",102
"outcome",158
"outcome",53
"outcome",103
"outcome",22
"outcome",62
"outcome",64
"outcome",91
"outcome",74
"outcome",23
"outcome",67
"outcome",33
"outcome",81
"outcome",135
"outcome",90
"outcome",107
"outcome",271
"outcome",65
"outcome",57
"outcome",111
"outcome",24
"outcome",140
"outcome",66
"outcome",82
"outcome",44
"outcome",54
"outcome",14
"outcome",88
"outcome",120
"outcome",52
"outcome",26
"outcome",55
"outcome",86
"outcome",186
"outcome",25
"outcome",72
"outcome",35
"outcome",27
"outcome",50
"outcome",85
"outcome",47
"outcome",93
"outcome",80
"outcome",96
"outcome",18
"outcome",45
"outcome",70
"outcome",93
"outcome",256
"outcome",26
"outcome",116
"outcome",76
"outcome",110
"outcome",66
"outcome",54
"outcome",61
"outcome",103
"outcome",144
"outcome",85
"outcome",28
"outcome",86
"outcome",137
"outcome",62
"outcome",113
"outcome",97
"outcome",96
"outcome",29
"outcome",56
"outcome",73
"outcome",59
"outcome",52
"outcome",144
"outcome",68
"outcome",100
"outcome",32
"outcome",102
"outcome",68
"outcome",29
"outcome",30
"outcome",38
"outcome",7
"outcome",129
"outcome",65
"outcome",86
"outcome",127
"outcome",78
"outcome",48
"outcome",88
"outcome",154
"outcome",127
"outcome",90
"outcome",36
"outcome",46
"outcome",69
"outcome",70
"outcome",111
"outcome",116
"outcome",95
"outcome",41
"outcome",28
"outcome",100
"outcome",83
"outcome",20
"outcome",60
"outcome",113
"outcome",122
"outcome",133
"outcome",91
"outcome",81
"outcome",107
"outcome",50
"outcome",94
"outcome",63
"outcome",207
"outcome",100
"outcome",103
"outcome",21
"outcome",48
"outcome",82
"outcome",70
"outcome",92
"outcome",95
"outcome",95
"outcome",93
"outcome",134
"outcome",27
"outcome",21
"outcome",74
"outcome",48
"outcome",78
"outcome",68
"outcome",38
"outcome",65
"outcome",50
"outcome",33
"outcome",188
"outcome",61
"outcome",135
"outcome",146
"outcome",96
"outcome",37
"outcome",65
"outcome",58
"outcome",71
"outcome",31
"outcome",78
"outcome",163
"outcome",167
"outcome",82
"outcome",52
"outcome",25
"outcome",69
"outcome",125
"outcome",40
"outcome",68
"outcome",59
"outcome",38
"outcome",170
"outcome",66
"outcome",139
"outcome",340
"outcome",18
"outcome",74
"outcome",61
"outcome",74
"outcome",61
"outcome",46
"outcome",106
"outcome",39
"outcome",251
"outcome",144
"outcome",62
"outcome",35
"outcome",156
"outcome",34
"outcome",61
"outcome",82
"outcome",48
"outcome",70
"outcome",82
"outcome",76
"outcome",110
"outcome",37
"outcome",101
"outcome",135
"outcome",101
"outcome",41
"outcome",25
"outcome",41
"outcome",109
"outcome",127
"outcome",34
"outcome",48
"outcome",133
"outcome",93
"outcome",65
"outcome",77
"outcome",96
"outcome",244
"outcome",71
"outcome",93
"outcome",242
"outcome",35
"outcome",106
"outcome",44
"outcome",125
"outcome",118
"outcome",59
"outcome",68
"outcome",43
"outcome",91
"outcome",79
"outcome",31
"outcome",57
"outcome",144
"outcome",147
"outcome",112
"outcome",15
"outcome",42
"outcome",110
"outcome",104
"outcome",40
"outcome",34
"outcome",107
"outcome",33
"outcome",110
"outcome",166
"outcome",68
"outcome",296
"outcome",3
"outcome",38
"outcome",74
"outcome",94
"outcome",88
"outcome",79
"outcome",66
"outcome",72
"outcome",64
"outcome",21
"outcome",52
"outcome",49
"outcome",114
"outcome",241
"outcome",68
"outcome",20
"outcome",149
"outcome",50
"outcome",77
"outcome",56
"outcome",11
"outcome",127
"outcome",123
"outcome",46
"outcome",192
"outcome",156
"outcome",96
"outcome",119
"outcome",129
"outcome",59
"outcome",59
"outcome",92
"outcome",125
"outcome",53
"outcome",131
"outcome",48
"outcome",127
"outcome",74
"outcome",127
"outcome",171
"outcome",80
"outcome",47
"outcome",19
"outcome",69
"outcome",136
"outcome",109
"outcome",20
"outcome",95
"outcome",93
"outcome",122
"outcome",81
"outcome",66
"outcome",120
"outcome",102
"outcome",84
"outcome",57
"outcome",128
"outcome",68
"outcome",110
"outcome",70
"outcome",49
"outcome",54
"outcome",73
"outcome",123
"outcome",61
"outcome",41
"outcome",180
"outcome",50
"outcome",185
"outcome",70
"outcome",37
"outcome",125
"outcome",29
"outcome",37
"outcome",55
"outcome",65
"outcome",86
"outcome",75
"outcome",43
"outcome",138
"outcome",98
"outcome",83
"outcome",163
"outcome",84
"outcome",164
"outcome",82
"outcome",59
"outcome",63
"outcome",91
"outcome",17
"outcome",54
"outcome",129
"outcome",82
"outcome",87
"outcome",36
"outcome",19
"outcome",22
"outcome",139
"outcome",54
"outcome",80
"outcome",62
"outcome",44
"outcome",97
"outcome",42
"outcome",62
"outcome",102
"outcome",65
"outcome",69
"outcome",79
"outcome",57
"outcome",91
"outcome",64
"outcome",41
"outcome",45
"outcome",24
"outcome",105
"outcome",97
"outcome",25
"outcome",176
"outcome",150
"outcome",57
"outcome",88
"outcome",113
"outcome",61
"outcome",26
"outcome",174
"outcome",242
"outcome",329
"outcome",51
"outcome",66
"outcome",109
"outcome",111
"outcome",57
"outcome",109
"outcome",107
"outcome",106
"outcome",66
"outcome",109
"outcome",104
"outcome",103
"outcome",26
"outcome",17
"outcome",15
"outcome",103
"outcome",93
"outcome",91
"outcome",311
"outcome",37
"outcome",91
"outcome",137
"outcome",120
"outcome",44
"outcome",128
"outcome",161
"outcome",40
"outcome",14
"outcome",71
"outcome",67
"outcome",83
"outcome",39
"outcome",87
"outcome",79
"outcome",262
"outcome",42
"outcome",91
"outcome",19
"outcome",40
"outcome",44
"outcome",38
"outcome",110
"outcome",29
"outcome",85
"outcome",25
"outcome",93
"outcome",85
"outcome",41
"outcome",110
"outcome",101
"outcome",125
"outcome",78
"outcome",109
"outcome",91
"outcome",200
"outcome",32
"outcome",32
"outcome",67
"outcome",108
"outcome",75
"outcome",38
"outcome",96
"outcome",45
"outcome",61
"outcome",121
"outcome",101
"outcome",234
"outcome",106
"outcome",74
"outcome",98
"outcome",71
"outcome",57
"outcome",56
"outcome",61
"outcome",143
"outcome",96
"outcome",43
"outcome",48
"outcome",74
"outcome",63
"outcome",40
"outcome",55
"outcome",88
"outcome",149
"outcome",84
"outcome",126
"outcome",129
"outcome",34
"outcome",39
"outcome",57
"outcome",56
"outcome",113
"outcome",77
"outcome",38
"outcome",63
"outcome",106
"outcome",297
"outcome",59
"outcome",115
"outcome",41
"outcome",75
"outcome",37
"outcome",43
"outcome",47
"outcome",42
"outcome",75
"outcome",17
"outcome",98
"outcome",40
"outcome",57
"outcome",96
"outcome",25
"outcome",25
"outcome",153
"outcome",93
"outcome",306
"outcome",152
"outcome",94
"outcome",11
"outcome",21
"outcome",52
"outcome",280
"outcome",170
"outcome",43
"outcome",97
"outcome",51
"outcome",127
"outcome",20
"outcome",87
"outcome",127
"outcome",85
"outcome",99
"outcome",94
"outcome",192
"outcome",44
"outcome",58
"outcome",42
"outcome",52
"outcome",129
"outcome",85
"outcome",178
"outcome",9
"outcome",43
"outcome",119
"outcome",69
"outcome",35
"outcome",38
"outcome",103
"outcome",133
"outcome",41
"outcome",83
"outcome",42
"outcome",31
"outcome",13
"outcome",65
"outcome",29
"outcome",82
"outcome",151
"outcome",94
"outcome",80
"outcome",85
"outcome",41
"outcome",29
"outcome",58
"outcome",50
"outcome",126
"outcome",31
"outcome",79
"outcome",90
"outcome",44
"outcome",87
"outcome",33
"outcome",404
"outcome",71
"outcome",113
"outcome",31
"outcome",130
"outcome",145
"outcome",55
"outcome",64
"outcome",62
"outcome",109
"outcome",15
"outcome",4
"outcome",81
"outcome",27
"outcome",83
"outcome",109
"outcome",129
"outcome",72
"outcome",96
"outcome",49
"outcome",54
"outcome",37
"outcome",128
"outcome",16
"outcome",161
"outcome",18
"outcome",27
"outcome",102
"outcome",106
"outcome",63
"outcome",49
"outcome",76
"outcome",10
"outcome",24
"outcome",70
"outcome",20
"outcome",98
"outcome",58
"outcome",65
"outcome",167
"outcome",66
"outcome",95
"outcome",63
"outcome",58
"outcome",13
"outcome",17
"outcome",162
"outcome",69
"outcome",40
"outcome",97
"outcome",53
"outcome",88
"outcome",147
"outcome",81
"outcome",235
"outcome",168
"outcome",54
"outcome",195
"outcome",76
"outcome",159
"outcome",55
"outcome",81
"outcome",92
"outcome",30
"outcome",352
"outcome",67
"outcome",82
"outcome",14
"outcome",31
"outcome",38
"outcome",65
"outcome",240
"outcome",65
"outcome",96
"outcome",56
"outcome",112
"outcome",123
"outcome",6
"outcome",29
"outcome",44
"outcome",177
"outcome",23
"outcome",13
"outcome",60
"outcome",24
"outcome",55
"outcome",23
"outcome",72
"outcome",24
"outcome",181
"outcome",21
"outcome",180
"outcome",37
"outcome",23
"outcome",67
"outcome",28
"outcome",33
"outcome",95
"outcome",59
"outcome",85
"outcome",51
"outcome",206
"outcome",101
"outcome",15
"outcome",103
"outcome",62
"outcome",134
"outcome",15
"outcome",62
"outcome",35
"outcome",47
"outcome",123
"outcome",67
"outcome",44
"outcome",65
"outcome",175
"outcome",98
"outcome",138
"outcome",129
"outcome",51
"outcome",8
"outcome",145
"outcome",50
"outcome",56
"outcome",94
"outcome",152
"outcome",65
"outcome",11
"outcome",108
"outcome",39
"outcome",77
"outcome",23
"outcome",149
"outcome",14
"outcome",61
"outcome",92
"outcome",30
"outcome",272
"outcome",127
"outcome",87
"outcome",40
"outcome",48
"outcome",103
"outcome",102
"outcome",70
"outcome",28
"outcome",36
"outcome",101
"outcome",113
"outcome",76
"outcome",381
"outcome",71
"outcome",44
"outcome",134
"outcome",93
"outcome",311
"outcome",63
"outcome",23
"outcome",293
"outcome",142
"outcome",45
"outcome",126
"outcome",28
"outcome",60
"outcome",38
"outcome",136
"outcome",52
"outcome",20
"outcome",118
"outcome",51
"outcome",94
"outcome",216
"outcome",67
"outcome",51
"outcome",40
"outcome",104
"outcome",193
"outcome",26
"outcome",39
"outcome",203
"outcome",147
"outcome",72
"outcome",24
"outcome",42
"outcome",69
"outcome",59
"outcome",139
"outcome",133
"outcome",99
"outcome",20
"outcome",57
"outcome",271
"outcome",108
"outcome",29
"outcome",88
"outcome",56
"outcome",58
"outcome",33
"outcome",286
"outcome",139
"outcome",44
"outcome",29
"outcome",49
"outcome",174
"outcome",163
"outcome",72
"outcome",48
"outcome",56
"outcome",74
"outcome",49
"outcome",188
"outcome",20
"outcome",115
"outcome",24
"outcome",46
"outcome",29
"outcome",116
"outcome",157
"outcome",88
"outcome",84
"outcome",68
"outcome",52
"outcome",44
"outcome",80
"outcome",56
"outcome",35
"outcome",21
"outcome",64
"outcome",59
"outcome",58
"outcome",20
"outcome",77
"outcome",51
"outcome",42
"outcome",54
"outcome",29
"outcome",313
"outcome",82
"outcome",25
"outcome",48
"outcome",132
"outcome",44
"outcome",21
"outcome",16
"outcome",64
"outcome",407
"outcome",45
"outcome",21
"outcome",84
"outcome",40
"outcome",41
"outcome",78
"outcome",170
"outcome",186
"outcome",121
"outcome",40
"outcome",306
"outcome",23
"outcome",121
"outcome",36
"outcome",23
"outcome",75
"outcome",79
"outcome",10
"outcome",69
"outcome",40
"outcome",41
"outcome",41
"outcome",30
"outcome",117
"outcome",26
"outcome",76
"outcome",159
"outcome",168
"outcome",44
"outcome",68
"outcome",143
"outcome",127
"outcome",620
"outcome",8
"outcome",39
"outcome",9
"outcome",42
"outcome",63
"outcome",42
"outcome",95
"outcome",71
"outcome",89
"outcome",28
"outcome",68
"outcome",22
"outcome",59
"outcome",107
"outcome",54
"outcome",51
"outcome",78
"outcome",27
"outcome",71
"outcome",49
"outcome",67
"outcome",4
"outcome",22
"outcome",16
"outcome",118
"outcome",52
"outcome",30
"outcome",77
"outcome",231
"outcome",91
"outcome",18
"outcome",46
"outcome",11
"outcome",19
"outcome",117
"outcome",259
"outcome",71
"outcome",64
"outcome",113
"outcome",81
"outcome",38
"outcome",114
"outcome",45
"outcome",48
"outcome",73
"outcome",36
"outcome",14
"outcome",38
"outcome",78
"outcome",145
"outcome",93
"outcome",19
"outcome",53
"outcome",31
"outcome",36
"outcome",105
"outcome",81
"outcome",56
"outcome",91
"outcome",150
"outcome",81
"outcome",114
"outcome",18
"outcome",56
"outcome",69
"outcome",69
"outcome",5
"outcome",45
"outcome",43
"outcome",23
"outcome",39
"outcome",148
"outcome",39
"outcome",47
"outcome",55
"outcome",74
"outcome",15
"outcome",37
"outcome",159
"outcome",41
"outcome",15
"outcome",114
"outcome",20
"outcome",106
"outcome",73
"outcome",48
"outcome",32
"outcome",31
"outcome",54
"outcome",44
"outcome",57
"outcome",96
"outcome",42
"outcome",282
"outcome",94
"outcome",142
"outcome",64
"outcome",18
"outcome",55
"outcome",104
"outcome",240
"outcome",30
"outcome",238
"outcome",102
"outcome",37
"outcome",42
"outcome",94
"outcome",29
"outcome",40
"outcome",102
"outcome",180
"outcome",92
"outcome",182
"outcome",87
"outcome",79
"outcome",201
"outcome",38
"outcome",12
"outcome",64
"outcome",286
"outcome",63
"outcome",36
"outcome",287
"outcome",59
"outcome",35
"outcome",168
"outcome",30
"outcome",27
"outcome",37
"outcome",30
"outcome",73
"outcome",67
"outcome",74
"outcome",24
"outcome",33
"outcome",37
"outcome",44
"outcome",79
"outcome",35
"outcome",43
"outcome",72
"outcome",53
"outcome",27
"outcome",155
"outcome",24
"outcome",85
"outcome",41
"outcome",42
"outcome",195
"outcome",49
"outcome",162
"outcome",41
"outcome",29
"outcome",112
"outcome",99
"outcome",87
"outcome",43
"outcome",93
"outcome",194
"outcome",144
"outcome",19
"outcome",18
"outcome",67
"outcome",22
"outcome",68
"outcome",106
"outcome",97
"outcome",99
"outcome",177
"outcome",48
"outcome",77
"outcome",71
"outcome",73
"outcome",119
"outcome",77
"outcome",90
"outcome",43
"outcome",102
"outcome",57
"outcome",176
"outcome",10
"outcome",97
"outcome",121
"outcome",85
"outcome",106
"outcome",50
"outcome",83
"outcome",50
"outcome",11
"outcome",85
"outcome",14
"outcome",149
"outcome",74
"outcome",52
"outcome",69
"outcome",72
"outcome",199
"outcome",90
"outcome",86
"outcome",49
"outcome",83
"outcome",110
"outcome",28
"outcome",70
"outcome",90
"outcome",40
"outcome",19
"outcome",91
"outcome",51
"outcome",141
"outcome",159
"outcome",67
"outcome",206
"outcome",128
"outcome",167
"outcome",83
"outcome",41
"outcome",124
"outcome",44
"outcome",428
"outcome",100
"outcome",39
"outcome",21
"outcome",18
"outcome",33
"outcome",29
"outcome",46
"outcome",66
"outcome",24
"outcome",31
"outcome",84
"outcome",30
"outcome",109
"outcome",44
"outcome",242
"outcome",92
"outcome",33
"outcome",90
"outcome",40
"outcome",30
"outcome",67
"outcome",116
"outcome",58
"outcome",56
"outcome",176
"outcome",216
"outcome",109
"outcome",45
"outcome",72
"outcome",34
"outcome",107
"outcome",67
"outcome",52
"outcome",77
"outcome",198
"outcome",184
"outcome",23
"outcome",64
"outcome",26
"outcome",37
"outcome",32
"outcome",72
"outcome",29
"outcome",223
"outcome",17
"outcome",30
"outcome",19
"outcome",81
"outcome",169
"outcome",87
"outcome",36
"outcome",59
"outcome",146
"outcome",136
"outcome",86
"outcome",168
"outcome",50
"outcome",54
"outcome",16
"outcome",410
"outcome",101
"outcome",72
"outcome",90
"outcome",126
"outcome",85
"outcome",65
"outcome",64
"outcome",104
"outcome",22
"outcome",82
"outcome",60
"outcome",40
"outcome",61
"outcome",59
"outcome",136
"outcome",132
"outcome",6
"outcome",56
"outcome",166
"outcome",14
"outcome",102
"outcome",159
"outcome",54
"outcome",159
"outcome",166
"outcome",67
"outcome",99
"outcome",23
"outcome",302
"outcome",136
"outcome",107
"outcome",104
"outcome",60
"outcome",12
"outcome",58
"outcome",171
"outcome",77
"outcome",96
"outcome",36
"outcome",75
"outcome",118
"outcome",114
"outcome",37
"outcome",85
"outcome",88
"outcome",228
"outcome",229
"outcome",29
"outcome",86
"outcome",57
"outcome",74
"outcome",84
"outcome",57
"outcome",89
"outcome",85
"outcome",14
"outcome",67
"outcome",95
"outcome",58
"outcome",72
"outcome",181
"outcome",81
"outcome",39
"outcome",98
"outcome",88
"outcome",51
"outcome",74
"outcome",95
"outcome",116
"outcome",131
"outcome",42
"outcome",195
"outcome",84
"outcome",263
"outcome",36
"outcome",18
"outcome",39
"outcome",84
"outcome",189
"outcome",57
"outcome",99
"outcome",84
"outcome",56
"outcome",212
"outcome",180
"outcome",71
"outcome",74
"outcome",33
"outcome",181
"outcome",77
"outcome",43
"outcome",65
"outcome",105
"outcome",91
"outcome",69
"outcome",32
"outcome",94
"outcome",54
"outcome",25
"outcome",46
"outcome",124
"outcome",75
"outcome",37
"outcome",101
"outcome",35
"outcome",53
"outcome",37
"outcome",68
"outcome",109
"outcome",95
"outcome",39
"outcome",75
"outcome",57
"outcome",241
"outcome",101
"outcome",24
"outcome",5
"outcome",52
"outcome",26
"outcome",223
"outcome",424
"outcome",44
"outcome",33
"outcome",70
"outcome",89
"outcome",48
"outcome",133
"outcome",39
"outcome",76
"outcome",14
"outcome",49
"outcome",507
"outcome",20
"outcome",95
"outcome",101
"outcome",58
"outcome",138
"outcome",34
"outcome",35
"outcome",91
"outcome",46
"outcome",149
"outcome",52
"outcome",19
"outcome",33
"outcome",69
"outcome",137
"outcome",65
"outcome",84
"outcome",80
"outcome",54
"outcome",63
"outcome",626
"outcome",238
"outcome",23
"outcome",45
"outcome",41
"outcome",35
"outcome",15
"outcome",130
"outcome",120
"outcome",34
"outcome",51
"outcome",88
"outcome",64
"outcome",75
"outcome",139
"outcome",186
"outcome",89
"outcome",50
"outcome",58
"outcome",36
"outcome",94
"outcome",63
"outcome",27
"outcome",31
"outcome",67
"outcome",81
"outcome",65
"outcome",108
"outcome",123
"outcome",382
"outcome",117
"outcome",66
"outcome",82
"outcome",51
"outcome",15
"outcome",12
"outcome",69
"outcome",270
"outcome",40
"outcome",69
"outcome",78
"outcome",15
"outcome",109
"outcome",62
"outcome",98
"outcome",41
"outcome",43
"outcome",42
"outcome",77
"outcome",23
"outcome",158
"outcome",100
"outcome",43
"outcome",51
"outcome",49
"outcome",27
"outcome",203
"outcome",56
"outcome",39
"outcome",34
"outcome",25
"outcome",50
"outcome",279
"outcome",110
"outcome",87
"outcome",23
"outcome",86
"outcome",76
"outcome",103
"outcome",31
"outcome",296
"outcome",115
"outcome",23
"outcome",29
"outcome",123
"outcome",33
"outcome",39
"outcome",45
"outcome",78
"outcome",50
"outcome",60
"outcome",71
"outcome",226
"outcome",184
"outcome",34
"outcome",59
"outcome",34
"outcome",94
"outcome",115
"outcome",108
"outcome",67
"outcome",153
"outcome",37
"outcome",92
"outcome",154
"outcome",45
"outcome",89
"outcome",73
"outcome",4
"outcome",72
"outcome",11
"outcome",124
"outcome",116
"outcome",43
"outcome",175
"outcome",44
"outcome",93
"outcome",127
"outcome",41
"outcome",90
"outcome",198
"outcome",119
"outcome",191
"outcome",130
"outcome",99
"outcome",79
"outcome",55
"outcome",689
"outcome",85
"outcome",37
"outcome",37
"outcome",68
"outcome",39
"outcome",222
"outcome",125
"outcome",72
"outcome",85
"outcome",133
"outcome",100
"outcome",100
"outcome",94
"outcome",65
"outcome",96
"outcome",143
"outcome",47
"outcome",50
"outcome",41
"outcome",26
"outcome",19
"outcome",22
"outcome",63
"outcome",127
"outcome",36
"outcome",55
"outcome",47
"outcome",135
"outcome",83
"outcome",56
"outcome",131
"outcome",39
"outcome",106
"outcome",59
"outcome",98
"outcome",85
"outcome",211
"outcome",137
"outcome",245
"outcome",136
"outcome",182
"outcome",72
"outcome",85
"outcome",154
"outcome",609
"outcome",93
"outcome",18
"outcome",70
"outcome",82
"outcome",133
"outcome",114
"outcome",82
"outcome",47
"outcome",106
"outcome",24
"outcome",80
"outcome",41
"outcome",19
"outcome",123
"outcome",70
"outcome",169
"outcome",519
"outcome",129
"outcome",7
"outcome",60
"outcome",76
"outcome",57
"outcome",106
"outcome",19
"outcome",119
"outcome",128
"outcome",59
"outcome",549
"outcome",17
"outcome",33
"outcome",19
"outcome",53
"outcome",60
"outcome",111
"outcome",42
"outcome",39
"outcome",33
"outcome",20
"outcome",33
"outcome",66
"outcome",37
"outcome",39
"outcome",66
"outcome",62
"outcome",49
"outcome",11
"outcome",174
"outcome",37
"outcome",3
"outcome",60
"outcome",44
"outcome",29
"outcome",43
"outcome",28
"outcome",32
"outcome",28
"outcome",50
"outcome",60
"outcome",34
"outcome",63
"outcome",63
"outcome",21
"outcome",29
