"uid","is_published","age","wc_description","wc_anamnesis","wc_solution","wc_outcome","ai_complete"
"exp1601","true",13,137,61,74,42,TRUE
"exp1602","true",14,81,46,63,45,TRUE
"exp1605","true",12,88,167,39,47,TRUE
"exp1606","true",11,67,76,71,33,TRUE
"exp1607","true",13,81,114,96,52,TRUE
"exp1608","true",12,64,60,59,43,TRUE
"exp1610","true",8,101,43,73,57,TRUE
"exp1611","true",9,36,124,64,48,TRUE
"exp1613","true",15,87,33,41,32,TRUE
"exp1614","true",12,108,80,67,62,TRUE
"exp1616","true",17,85,28,48,33,TRUE
"exp1617","true",9,81,78,72,58,TRUE
"exp1618","true",9,108,16,168,17,TRUE
"exp1619","true",18,122,71,40,40,TRUE
"exp1622","true",12,77,80,73,84,TRUE
"exp1623","true",13,82,87,82,65,TRUE
"exp1624","true",9,57,63,63,60,TRUE
"exp1626","true",12,90,27,49,28,TRUE
"exp1627","true",14,30,73,55,44,TRUE
"exp1628","true",14,56,60,67,28,TRUE
"exp1631","true",13,121,236,86,56,TRUE
"exp1632","true",10,80,56,41,48,TRUE
"exp1633","true",11,68,42,97,66,TRUE
"exp1635","true",17,94,73,73,56,TRUE
"exp1637","true",6,58,80,43,36,TRUE
"exp1638","true",13,73,78,54,60,TRUE
"exp1639","true",11,151,88,56,98,TRUE
"exp1641","true",12,97,32,57,20,TRUE
"exp1642","true",12,66,74,44,35,TRUE
"exp1643","true",10,49,58,77,50,TRUE
"exp1646","true",12,58,66,57,39,TRUE
"exp1649","true",15,72,29,50,47,TRUE
"exp1651","true",15,54,65,59,38,TRUE
"exp1652","true",8,44,83,43,54,TRUE
"exp1653","true",6,153,63,76,39,TRUE
"exp1654","true",18,69,52,73,73,TRUE
"exp1656","true",15,72,51,72,41,TRUE
"exp1658","true",18,81,39,45,29,TRUE
"exp1659","true",12,80,43,75,67,TRUE
"exp1660","true",13,52,64,66,15,TRUE
"exp1661","true",11,67,46,41,39,TRUE
"exp1663","true",13,85,75,83,41,TRUE
"exp1665","true",14,93,77,81,30,TRUE
"exp1667","true",10,71,88,54,55,TRUE
"exp1668","true",12,62,56,46,21,TRUE
"exp1670","true",11,51,73,56,52,TRUE
"exp1671","true",13,80,78,80,63,TRUE
"exp1672","true",14,62,75,66,47,TRUE
"exp1673","true",12,62,65,69,72,TRUE
"exp1674","true",12,72,46,96,34,TRUE
"exp1676","true",12,43,69,50,57,TRUE
"exp1681","true",7,84,37,62,66,TRUE
"exp1683","true",15,105,63,45,36,TRUE
"exp1685","true",16,269,108,134,53,TRUE
"exp1693","true",9,74,52,48,22,TRUE
"exp1694","true",12,97,71,87,30,TRUE
"exp1695","true",9,105,120,86,47,TRUE
"exp1696","true",16,69,64,86,81,TRUE
"exp1697","true",14,69,56,34,30,TRUE
"exp1699","true",13,92,124,72,46,TRUE
"exp1700","true",15,53,58,38,33,TRUE
"exp1701","true",14,94,102,165,68,TRUE
"exp1702","true",15,61,72,53,64,TRUE
"exp1704","true",12,64,116,70,58,TRUE
"exp1705","true",16,42,131,55,75,TRUE
"exp1706","true",16,99,83,242,49,TRUE
"exp1709","true",18,70,160,95,16,TRUE
"exp1711","true",14,109,45,54,37,TRUE
"exp1713","true",18,36,87,54,13,TRUE
"exp1718","true",15,48,85,50,57,TRUE
"exp1719","true",10,90,88,83,72,TRUE
"exp1723","true",15,55,60,53,37,TRUE
"exp1724","true",12,77,61,27,14,TRUE
"exp1725","true",11,90,55,71,31,TRUE
"exp1726","true",9,74,72,71,42,TRUE
"exp1729","true",14,62,56,93,105,TRUE
"exp1730","true",13,53,79,32,36,TRUE
"exp1731","true",15,73,94,113,36,TRUE
"exp1733","true",13,77,102,61,48,TRUE
"exp1734","true",13,78,80,34,32,TRUE
"exp1735","true",11,75,97,91,54,TRUE
"exp1736","true",14,71,70,48,30,TRUE
"exp1737","true",14,60,75,47,23,TRUE
"exp1738","true",12,62,56,49,41,TRUE
"exp1739","true",7,156,59,76,59,TRUE
"exp1740","true",17,60,65,56,19,TRUE
"exp1741","true",15,131,111,83,66,TRUE
"exp1742","true",16,76,58,37,40,TRUE
"exp1745","true",16,70,70,55,78,TRUE
"exp1746","true",10,65,74,86,33,TRUE
"exp1747","true",17,81,42,30,47,TRUE
"exp1752","true",15,38,93,40,54,TRUE
"exp1753","true",14,107,143,104,112,TRUE
"exp1754","true",13,110,65,217,79,TRUE
"exp1756","true",15,71,38,64,45,TRUE
"exp1759","true",16,78,126,54,66,TRUE
"exp1761","true",13,151,27,124,47,TRUE
"exp1762","true",14,63,108,34,29,TRUE
"exp1768","true",16,108,21,62,33,TRUE
"exp1769","true",13,54,111,49,31,TRUE
"exp1770","true",16,42,71,52,35,TRUE
"exp1772","true",8,101,59,76,33,TRUE
"exp1774","true",10,56,70,86,52,TRUE
"exp1776","true",12,92,72,103,46,TRUE
"exp1777","true",16,77,95,95,89,TRUE
"exp1778","true",13,77,152,91,60,TRUE
"exp1780","true",12,41,77,108,38,TRUE
"exp1782","true",12,80,113,65,56,TRUE
"exp1784","true",14,55,60,39,54,TRUE
"exp1785","true",18,78,81,47,47,TRUE
"exp1787","true",9,110,16,64,32,TRUE
"exp1788","true",10,68,59,62,33,TRUE
"exp1789","true",11,35,77,39,43,TRUE
"exp1792","true",12,67,47,47,38,TRUE
"exp1794","true",11,87,82,57,79,TRUE
"exp1795","true",NA,59,47,69,73,TRUE
"exp1796","true",10,89,25,32,33,TRUE
"exp1799","true",16,36,76,49,43,TRUE
"exp1800","true",17,83,91,54,65,TRUE
"exp1801","true",14,51,61,35,22,TRUE
"exp1802","true",13,78,82,51,53,TRUE
"exp1803","true",13,63,93,61,25,TRUE
"exp1805","true",10,65,126,77,80,TRUE
"exp1808","true",12,51,125,40,24,TRUE
"exp1811","true",8,36,124,64,84,TRUE
"exp1817","true",17,85,77,39,44,TRUE
"exp1818","true",13,59,75,46,42,TRUE
"exp1819","true",15,67,71,53,51,TRUE
"exp1822","true",18,50,75,45,44,TRUE
"exp1824","true",15,88,140,67,11,TRUE
"exp1826","true",9,104,159,123,84,TRUE
"exp1827","true",14,100,63,63,30,TRUE
"exp1829","true",14,112,26,45,41,TRUE
"exp1835","true",8,69,69,109,51,TRUE
"exp1836","true",15,70,60,44,66,TRUE
"exp1837","true",14,95,43,32,38,TRUE
"exp1841","true",14,68,65,51,33,TRUE
"exp1844","true",13,33,109,36,48,TRUE
"exp1845","true",17,84,77,63,29,TRUE
"exp1847","true",12,90,42,87,26,TRUE
"exp1850","true",13,81,47,118,45,TRUE
"exp1851","true",14,290,80,436,114,TRUE
"exp1852","true",15,91,49,63,36,TRUE
"exp1854","true",14,54,90,64,82,TRUE
"exp1856","true",12,108,104,75,92,TRUE
"exp1857","true",7,74,58,97,59,TRUE
"exp1859","true",15,94,139,77,54,TRUE
"exp1860","true",5,62,60,35,24,TRUE
"exp1861","true",14,63,114,57,26,TRUE
"exp1863","true",9,167,68,198,80,TRUE
"exp1864","true",11,126,51,28,57,TRUE
"exp1866","true",9,49,72,50,37,TRUE
"exp1867","true",NA,39,71,73,42,TRUE
"exp1868","true",19,78,45,59,30,TRUE
"exp1870","true",13,178,250,90,35,TRUE
"exp1873","true",15,108,78,128,58,TRUE
"exp1875","true",18,52,134,58,38,TRUE
"exp1878","true",14,69,55,53,35,TRUE
"exp1879","true",14,92,46,75,24,TRUE
"exp1882","true",13,97,127,86,44,TRUE
"exp1883","true",8,94,119,86,78,TRUE
"exp1884","true",16,52,78,83,56,TRUE
"exp1885","true",10,52,70,45,40,TRUE
"exp1886","true",18,140,154,119,47,TRUE
"exp1887","true",15,55,70,75,39,TRUE
"exp1888","true",7,116,87,79,78,TRUE
"exp1890","true",12,63,78,72,59,TRUE
"exp1891","true",13,51,58,73,62,TRUE
"exp1892","true",11,59,70,88,31,TRUE
"exp1894","true",15,86,46,88,53,TRUE
"exp1895","true",17,70,52,166,128,TRUE
"exp1896","true",14,77,90,48,56,TRUE
"exp1898","true",13,68,57,109,63,TRUE
"exp1899","true",11,39,85,54,47,TRUE
"exp1901","true",14,48,104,62,65,TRUE
"exp1903","true",12,39,114,48,56,TRUE
"exp1904","true",17,57,66,58,58,TRUE
"exp1906","true",11,76,121,61,61,TRUE
"exp1908","true",13,72,83,71,51,TRUE
"exp1910","true",10,68,65,47,41,TRUE
"exp1911","true",8,58,55,56,53,TRUE
"exp1915","true",16,46,105,40,40,TRUE
"exp1918","true",14,79,88,55,38,TRUE
"exp1919","true",17,67,52,33,54,TRUE
"exp1920","true",12,97,156,97,48,TRUE
"exp1921","true",17,128,44,83,39,TRUE
"exp1922","true",18,79,42,48,45,TRUE
"exp1924","true",12,54,71,54,53,TRUE
"exp1926","true",15,126,68,43,59,TRUE
"exp1930","true",13,32,123,26,23,TRUE
"exp1932","true",17,36,89,54,37,TRUE
"exp1933","true",8,87,46,41,32,TRUE
"exp1934","true",14,42,70,67,48,TRUE
"exp1936","true",17,71,38,43,38,TRUE
"exp1939","true",10,47,66,60,43,TRUE
"exp1940","true",13,56,81,40,35,TRUE
"exp1941","true",14,80,73,42,38,TRUE
"exp1942","true",14,130,74,50,79,TRUE
"exp1945","true",15,188,88,69,83,TRUE
"exp1946","true",16,72,79,59,44,TRUE
"exp1947","true",13,82,102,38,40,TRUE
"exp1948","true",10,127,147,105,68,TRUE
"exp1949","true",17,71,69,50,31,TRUE
"exp1950","true",6,203,94,67,24,TRUE
"exp1955","true",8,45,108,68,33,TRUE
"exp1956","true",17,74,100,92,41,TRUE
"exp1957","true",12,67,167,38,31,TRUE
"exp1958","true",14,71,113,74,43,TRUE
"exp1961","true",13,35,79,33,54,TRUE
"exp1962","true",14,72,75,80,36,TRUE
"exp1964","true",12,64,159,49,43,TRUE
"exp1967","true",11,60,61,84,47,TRUE
"exp1970","true",12,59,116,71,57,TRUE
"exp1971","true",19,82,156,49,56,TRUE
"exp1972","true",11,122,281,141,86,TRUE
"exp1973","true",7,86,60,57,54,TRUE
"exp1974","true",14,82,51,46,16,TRUE
"exp1975","true",NA,30,85,45,49,TRUE
"exp1976","true",12,74,45,76,53,TRUE
"exp1977","true",13,110,52,88,47,TRUE
"exp1979","true",10,84,169,39,38,TRUE
"exp1983","true",12,71,109,59,51,TRUE
"exp1984","true",14,99,85,30,30,TRUE
"exp1985","true",11,60,107,61,58,TRUE
"exp1986","true",13,72,67,54,35,TRUE
"exp1988","true",14,35,94,39,28,TRUE
"exp1990","true",14,198,171,190,110,TRUE
"exp1991","true",14,79,62,99,68,TRUE
"exp1993","true",12,69,117,229,118,TRUE
"exp1994","true",13,40,126,45,39,TRUE
"exp1996","true",12,73,140,45,43,TRUE
"exp1997","true",11,52,79,66,46,TRUE
"exp1999","true",13,79,96,56,42,TRUE
"exp2000","true",16,53,66,40,70,TRUE
"exp2001","true",16,70,61,78,66,TRUE
"exp2006","true",14,107,76,61,53,TRUE
"exp2008","true",12,76,44,52,53,TRUE
"exp2010","true",8,59,63,46,39,TRUE
"exp2011","true",15,97,67,38,68,TRUE
"exp2012","true",13,125,103,48,49,TRUE
"exp2013","true",11,49,100,59,56,TRUE
"exp2015","true",15,100,102,72,72,TRUE
"exp2016","true",11,161,38,137,56,TRUE
"exp2018","true",15,56,87,66,59,TRUE
"exp2019","true",8,145,20,150,37,TRUE
"exp2020","true",9,148,67,83,78,TRUE
"exp2026","true",13,54,69,85,51,TRUE
"exp2028","true",18,71,71,54,51,TRUE
"exp2030","true",NA,56,103,41,18,TRUE
"exp2031","true",11,69,83,56,68,TRUE
"exp2032","true",16,135,109,107,50,TRUE
"exp2036","true",12,73,52,65,52,TRUE
"exp2037","true",19,42,93,20,62,TRUE
"exp2038","true",18,98,66,45,70,TRUE
"exp2042","true",11,74,63,77,76,TRUE
"exp2045","true",13,129,38,47,28,TRUE
"exp2046","true",15,68,66,55,56,TRUE
"exp2047","true",NA,72,38,52,68,TRUE
"exp2049","true",NA,69,34,55,37,TRUE
"exp2050","true",12,82,78,85,46,TRUE
"exp2052","true",13,65,58,44,34,TRUE
"exp2054","true",11,51,62,54,55,TRUE
"exp2055","true",14,85,71,85,39,TRUE
"exp2056","true",7,121,66,73,20,TRUE
"exp2057","true",15,62,64,74,33,TRUE
"exp2059","true",19,303,178,262,84,TRUE
"exp2062","true",15,61,73,46,25,TRUE
"exp2064","true",13,44,84,26,24,TRUE
"exp2065","true",12,110,28,74,57,TRUE
"exp2066","true",13,64,118,59,52,TRUE
"exp2067","true",12,155,132,102,64,TRUE
"exp2069","true",9,122,14,78,66,TRUE
"exp2070","true",13,79,60,37,51,TRUE
"exp2071","true",NA,46,62,38,43,TRUE
"exp2072","true",16,133,142,135,19,TRUE
"exp2073","true",10,45,64,49,34,TRUE
"exp2074","true",7,101,99,55,54,TRUE
"exp2076","true",12,83,50,84,60,TRUE
"exp2078","true",12,68,84,93,60,TRUE
"exp2080","true",23,61,59,59,44,TRUE
"exp2082","true",12,89,43,71,18,TRUE
"exp2085","true",9,83,37,37,34,TRUE
"exp2086","true",14,73,100,52,36,TRUE
"exp2087","true",13,237,149,94,98,TRUE
"exp2089","true",12,61,103,85,67,TRUE
"exp2090","true",12,42,76,102,65,TRUE
"exp2091","true",14,82,48,82,56,TRUE
"exp2092","true",8,79,103,89,74,TRUE
"exp2093","true",8,51,70,58,30,TRUE
"exp2094","true",12,69,71,40,26,TRUE
"exp2096","true",NA,70,79,86,43,TRUE
"exp2098","true",10,57,80,39,37,TRUE
"exp2099","true",12,77,47,59,40,TRUE
"exp2100","true",11,58,79,51,31,TRUE
"exp2102","true",15,103,61,65,54,TRUE
"exp2106","true",12,71,45,49,43,TRUE
"exp2113","true",14,119,27,116,209,TRUE
"exp2114","true",12,96,60,99,40,TRUE
"exp2117","true",13,85,104,71,84,TRUE
"exp2118","true",19,75,46,68,68,TRUE
"exp2119","true",14,51,109,32,32,TRUE
"exp2120","true",7,134,11,77,29,TRUE
"exp2124","true",7,105,44,204,118,TRUE
"exp2125","true",13,64,67,51,40,TRUE
"exp2127","true",8,63,64,36,40,TRUE
"exp2130","true",14,112,39,56,35,TRUE
"exp2131","true",7,71,36,58,35,TRUE
"exp2132","true",8,68,49,46,44,TRUE
"exp2133","true",14,185,38,175,121,TRUE
"exp2134","true",15,69,75,128,40,TRUE
"exp2137","true",13,53,55,45,44,TRUE
"exp2138","true",13,210,334,201,77,TRUE
"exp2139","true",10,80,59,53,54,TRUE
"exp2140","true",15,62,76,89,76,TRUE
"exp2147","true",14,74,95,53,51,TRUE
"exp2150","true",17,88,66,65,55,TRUE
"exp2151","true",11,186,84,274,52,TRUE
"exp2154","true",10,81,44,89,36,TRUE
"exp2155","true",11,92,60,80,28,TRUE
"exp2156","true",16,111,60,50,81,TRUE
"exp2157","true",10,148,79,124,57,TRUE
"exp2158","true",13,59,67,89,62,TRUE
"exp2161","true",12,61,111,51,55,TRUE
"exp2165","true",14,109,64,151,84,TRUE
"exp2166","true",12,63,67,37,23,TRUE
"exp2168","true",9,69,79,51,56,TRUE
"exp2171","true",12,106,59,71,57,TRUE
"exp2172","true",11,78,84,51,49,TRUE
"exp2175","true",13,55,66,29,45,TRUE
"exp2176","true",10,86,85,72,50,TRUE
"exp2177","true",15,63,77,72,95,TRUE
"exp2178","true",13,60,78,48,56,TRUE
"exp2179","true",13,122,64,49,53,TRUE
"exp2180","true",12,94,26,34,14,TRUE
"exp2182","true",6,107,110,136,67,TRUE
"exp2190","true",14,159,378,260,92,TRUE
"exp2192","true",19,44,93,57,44,TRUE
"exp2195","true",15,53,61,65,47,TRUE
"exp2196","true",14,136,96,118,29,TRUE
"exp2198","true",13,76,57,47,36,TRUE
"exp2199","true",6,76,101,75,58,TRUE
"exp2204","true",8,81,76,51,42,TRUE
"exp2206","true",13,53,55,51,31,TRUE
"exp2208","true",12,60,150,77,54,TRUE
"exp2210","true",13,191,34,99,43,TRUE
"exp2212","true",10,57,130,95,86,TRUE
"exp2213","true",14,60,81,87,54,TRUE
"exp2214","true",13,74,36,42,49,TRUE
"exp2215","true",8,132,84,114,84,TRUE
"exp2216","true",11,77,50,87,47,TRUE
"exp2217","true",9,110,55,81,23,TRUE
"exp2221","true",13,55,78,53,9,TRUE
"exp2222","true",7,74,90,83,41,TRUE
"exp2223","true",15,103,68,51,43,TRUE
"exp2226","true",12,108,96,39,21,TRUE
"exp2227","true",16,62,70,69,50,TRUE
"exp2231","true",7,187,129,292,94,TRUE
"exp2233","true",14,78,73,62,41,TRUE
"exp2235","true",12,102,30,176,31,TRUE
"exp2236","true",8,48,77,121,41,TRUE
"exp2244","true",10,90,80,61,66,TRUE
"exp2245","true",13,124,180,95,110,TRUE
"exp2246","true",11,106,109,72,74,TRUE
"exp2250","true",14,42,91,36,65,TRUE
"exp2253","true",16,84,79,81,105,TRUE
"exp2254","true",10,82,41,57,40,TRUE
"exp2255","true",8,49,75,50,36,TRUE
"exp2257","true",12,55,66,76,57,TRUE
"exp2258","true",18,60,69,40,24,TRUE
"exp2259","true",13,87,44,81,68,TRUE
"exp2261","true",13,63,125,107,131,TRUE
"exp2265","true",13,89,124,57,37,TRUE
"exp2266","true",14,71,93,62,68,TRUE
"exp2267","true",12,61,75,53,62,TRUE
"exp2268","true",13,104,80,93,90,TRUE
"exp2271","true",8,30,97,112,75,TRUE
"exp2272","true",17,80,44,48,26,TRUE
"exp2274","true",15,91,21,58,9,TRUE
"exp2277","true",13,92,38,37,45,TRUE
"exp1518","true",8,83,150,95,205,TRUE
"exp1501","true",12,140,116,122,346,TRUE
"exp1495","true",10,92,49,88,51,TRUE
"exp1498","true",7,137,113,88,111,TRUE
"exp1500","true",13,271,87,140,98,TRUE
"exp1502","true",14,210,18,114,174,TRUE
"exp1508","true",11,188,38,108,63,TRUE
"exp1481","true",9,151,117,243,141,TRUE
"exp1490","true",8,72,62,62,367,TRUE
"exp1493","true",9,210,128,168,105,TRUE
"exp1494","true",15,107,110,72,40,TRUE
"exp1476","true",17,169,49,101,102,TRUE
"exp1478","true",NA,87,140,148,223,TRUE
"exp1482","true",12,270,164,188,46,TRUE
"exp1485","true",6,257,18,128,61,TRUE
"exp1487","true",13,132,30,71,88,TRUE
"exp1489","true",14,238,126,190,117,TRUE
"exp1466","true",13,75,55,77,52,TRUE
"exp1469","true",14,127,24,70,45,TRUE
"exp1473","true",12,154,NA,145,87,TRUE
"exp1475","true",9,126,89,153,56,TRUE
"exp1479","true",14,128,48,111,73,TRUE
"exp1480","true",14,526,79,135,187,TRUE
"exp1452","true",13,227,52,167,48,TRUE
"exp1454","true",14,101,40,154,177,TRUE
"exp1458","true",15,127,79,186,NA,TRUE
"exp1460","true",11,130,52,131,75,TRUE
"exp1463","true",14,104,35,73,81,TRUE
"exp1465","true",15,244,22,112,233,TRUE
"exp1468","true",12,104,35,131,78,TRUE
"exp1471","true",7,177,25,120,129,TRUE
"exp1445","true",8,191,48,166,105,TRUE
"exp1446","true",13,111,58,97,109,TRUE
"exp1447","true",16,321,52,108,58,TRUE
"exp1451","true",13,171,63,74,42,TRUE
"exp1453","true",15,85,45,135,102,TRUE
"exp1456","true",12,92,73,67,41,TRUE
"exp1459","true",10,56,135,51,89,TRUE
"exp1435","true",13,73,73,135,68,TRUE
"exp1439","true",15,110,51,215,37,TRUE
"exp1441","true",14,176,26,259,97,TRUE
"exp1443","true",12,239,NA,371,224,TRUE
"exp1444","true",14,288,75,126,NA,TRUE
"exp1450","true",12,421,119,214,72,TRUE
"exp1424","true",22,284,40,57,234,TRUE
"exp1429","true",8,411,257,73,166,TRUE
"exp1436","true",15,89,31,132,43,TRUE
"exp1438","true",10,556,161,94,68,TRUE
"exp1440","true",15,111,78,307,40,TRUE
"exp1419","true",15,49,87,138,22,TRUE
"exp1420","true",14,164,108,182,47,TRUE
"exp1423","true",13,193,31,112,185,TRUE
"exp1425","true",12,112,50,50,88,TRUE
"exp1427","true",11,96,51,133,46,TRUE
"exp1430","true",10,111,59,159,77,TRUE
"exp1433","true",15,212,180,41,40,TRUE
"exp1407","true",6,109,49,182,49,TRUE
"exp1414","true",12,139,34,223,101,TRUE
"exp1416","true",9,395,57,305,150,TRUE
"exp1417","true",10,209,49,191,99,TRUE
"exp1418","true",13,183,47,171,61,TRUE
"exp1421","true",15,106,169,174,34,TRUE
"exp1422","true",7,120,157,154,136,TRUE
"exp1399","true",7,233,36,279,93,TRUE
"exp1405","true",15,198,37,109,151,TRUE
"exp1406","true",12,82,58,129,38,TRUE
"exp1408","true",13,181,65,326,172,TRUE
"exp1409","true",16,167,49,110,52,TRUE
"exp1410","true",13,89,40,46,38,TRUE
"exp1411","true",12,53,83,79,40,TRUE
"exp1413","true",11,159,20,125,72,TRUE
"exp1415","true",13,103,88,537,384,TRUE
"exp1387","true",13,243,259,663,172,TRUE
"exp1389","true",14,111,26,86,21,TRUE
"exp1390","true",11,128,30,116,50,TRUE
"exp1382","true",8,153,181,178,83,TRUE
"exp1383","true",11,93,38,83,40,TRUE
"exp1395","true",7,216,51,85,45,TRUE
"exp1398","true",13,289,68,37,48,TRUE
"exp1402","true",11,114,79,128,90,TRUE
"exp1403","true",7,361,56,234,122,TRUE
"exp1404","true",9,83,109,113,146,TRUE
"exp1360","true",12,176,36,408,72,TRUE
"exp1371","true",14,140,19,49,197,TRUE
"exp1374","true",17,217,32,40,22,TRUE
"exp1377","true",17,98,56,115,67,TRUE
"exp1379","true",12,56,118,104,27,TRUE
"exp1380","true",14,308,21,84,59,TRUE
"exp1384","true",15,289,NA,272,NA,TRUE
"exp1354","true",17,112,131,63,113,TRUE
"exp1359","true",9,207,98,246,78,TRUE
"exp1362","true",18,91,89,112,84,TRUE
"exp1364","true",17,295,50,160,31,TRUE
"exp1366","true",14,185,67,213,66,TRUE
"exp1367","true",15,115,NA,140,42,TRUE
"exp1340","true",8,175,109,156,71,TRUE
"exp1351","true",8,90,259,105,32,TRUE
"exp1356","true",6,121,18,178,101,TRUE
"exp1357","true",8,95,82,49,33,TRUE
"exp1358","true",8,94,63,108,63,TRUE
"exp1368","true",8,135,33,207,82,TRUE
"exp1337","true",12,168,48,80,82,TRUE
"exp1342","true",14,115,28,60,51,TRUE
"exp1343","true",9,71,70,39,118,TRUE
"exp1344","true",12,187,80,204,174,TRUE
"exp1345","true",6,195,39,120,106,TRUE
"exp1346","true",9,207,63,38,239,TRUE
"exp1348","true",12,175,28,160,116,TRUE
"exp1349","true",12,158,81,88,112,TRUE
"exp1353","true",9,153,68,125,51,TRUE
"exp1328","true",8,169,137,128,113,TRUE
"exp1339","true",10,345,275,370,138,TRUE
"exp1341","true",13,188,65,254,181,TRUE
"exp1322","true",15,137,101,139,75,TRUE
"exp1326","true",11,105,31,106,141,TRUE
"exp1327","true",7,77,59,124,71,TRUE
"exp1329","true",15,127,104,246,228,TRUE
"exp1331","true",6,80,53,60,86,TRUE
"exp1333","true",13,148,103,105,180,TRUE
"exp1334","true",10,134,50,303,54,TRUE
"exp1310","true",16,349,42,80,73,TRUE
"exp1317","true",13,264,34,48,74,TRUE
"exp1318","true",14,109,89,261,261,TRUE
"exp1323","true",8,164,78,182,30,TRUE
"exp1313","true",12,71,346,80,69,TRUE
"exp1315","true",12,93,88,242,58,TRUE
"exp1316","true",13,43,112,291,59,TRUE
"exp1319","true",11,151,26,150,72,TRUE
"exp1325","true",17,117,34,171,99,TRUE
"exp1296","true",24,144,50,181,82,TRUE
"exp1300","true",9,222,45,108,452,TRUE
"exp1303","true",13,142,57,206,57,TRUE
"exp1304","true",12,158,49,174,99,TRUE
"exp1305","true",15,163,13,288,35,TRUE
"exp1288","true",11,104,56,189,115,TRUE
"exp1292","true",13,155,20,89,110,TRUE
"exp1295","true",17,105,164,145,83,TRUE
"exp1301","true",12,179,22,160,25,TRUE
"exp1280","true",8,66,52,68,98,TRUE
"exp1281","true",14,33,129,353,74,TRUE
"exp1282","true",7,179,66,168,118,TRUE
"exp1283","true",15,161,19,241,96,TRUE
"exp1284","true",13,212,178,331,106,TRUE
"exp1286","true",11,88,34,70,54,TRUE
"exp1291","true",6,124,99,90,49,TRUE
"exp1268","true",15,91,30,124,74,TRUE
"exp1270","true",7,272,33,50,125,TRUE
"exp1271","true",14,132,78,145,64,TRUE
"exp1272","true",6,104,54,111,92,TRUE
"exp1274","true",9,169,21,187,NA,TRUE
"exp1275","true",15,182,41,125,90,TRUE
"exp1276","true",9,102,83,219,193,TRUE
"exp1278","true",12,123,22,149,82,TRUE
"exp1279","true",10,431,45,595,268,TRUE
"exp1255","true",7,119,55,38,90,TRUE
"exp1263","true",15,190,46,41,29,TRUE
"exp1265","true",13,195,46,94,51,TRUE
"exp1266","true",14,199,29,96,53,TRUE
"exp1267","true",14,99,65,138,51,TRUE
"exp1269","true",9,78,77,172,138,TRUE
"exp1277","true",11,194,108,173,42,TRUE
"exp1253","true",8,124,164,111,258,TRUE
"exp1256","true",17,74,113,62,118,TRUE
"exp1258","true",6,186,70,115,34,TRUE
"exp1259","true",8,171,NA,182,202,TRUE
"exp1261","true",6,142,79,216,142,TRUE
"exp1262","true",12,177,133,147,226,TRUE
"exp1234","true",11,114,277,104,123,TRUE
"exp1245","true",NA,98,81,182,75,TRUE
"exp1250","true",14,55,70,141,41,TRUE
"exp1251","true",10,151,84,94,71,TRUE
"exp1232","true",12,286,135,245,140,TRUE
"exp1237","true",NA,78,51,181,23,TRUE
"exp1244","true",13,119,48,368,85,TRUE
"exp1246","true",11,135,39,154,266,TRUE
"exp1228","true",12,218,122,295,245,TRUE
"exp1231","true",10,57,88,76,131,TRUE
"exp1236","true",11,111,38,254,152,TRUE
"exp1238","true",18,387,169,193,64,TRUE
"exp1240","true",18,116,164,224,63,TRUE
"exp1242","true",14,145,47,222,98,TRUE
"exp1226","true",14,110,45,58,38,TRUE
"exp1227","true",10,63,65,61,68,TRUE
"exp1233","true",13,31,104,175,105,TRUE
"exp1208","true",12,401,32,383,318,TRUE
"exp1216","true",18,104,64,86,76,TRUE
"exp1217","true",14,140,28,179,88,TRUE
"exp1218","true",15,62,78,138,44,TRUE
"exp1219","true",13,193,39,183,117,TRUE
"exp1220","true",19,130,81,48,69,TRUE
"exp1222","true",14,107,59,172,35,TRUE
"exp1225","true",15,87,29,206,264,TRUE
"exp1230","true",13,239,32,43,132,TRUE
"exp1202","true",11,125,85,118,23,TRUE
"exp1204","true",10,77,70,116,143,TRUE
"exp1206","true",10,218,20,147,111,TRUE
"exp1207","true",10,121,29,75,139,TRUE
"exp1210","true",12,110,31,143,57,TRUE
"exp1212","true",12,83,51,83,62,TRUE
"exp1198","true",15,191,207,145,273,TRUE
"exp1199","true",17,114,89,144,53,TRUE
"exp1200","true",13,104,33,97,36,TRUE
"exp1211","true",8,211,89,73,278,TRUE
"exp1213","true",7,68,74,84,39,TRUE
"exp1214","true",13,75,115,86,93,TRUE
"exp1215","true",7,73,81,49,43,TRUE
"exp1186","true",11,75,82,103,66,TRUE
"exp1187","true",12,294,149,87,122,TRUE
"exp1189","true",12,138,44,103,66,TRUE
"exp1191","true",11,166,115,285,100,TRUE
"exp1192","true",17,147,261,109,20,TRUE
"exp1193","true",16,234,NA,76,77,TRUE
"exp1194","true",15,274,NA,105,179,TRUE
"exp1197","true",13,229,75,95,191,TRUE
"exp1201","true",13,146,150,141,148,TRUE
"exp1183","true",14,110,261,162,38,TRUE
"exp1185","true",14,258,94,157,30,TRUE
"exp1169","true",14,108,73,73,39,TRUE
"exp1172","true",16,77,73,63,45,TRUE
"exp1174","true",8,75,121,235,99,TRUE
"exp1157","true",16,144,90,119,97,TRUE
"exp1159","true",16,120,78,196,142,TRUE
"exp1161","true",17,156,49,389,286,TRUE
"exp1163","true",11,169,16,268,115,TRUE
"exp1166","true",14,158,28,34,94,TRUE
"exp1168","true",10,121,44,33,18,TRUE
